,symbol1,symbol2
3075,JUP,CUL7
3076,JUP,CTNNA3
3077,JUP,GPATCH2L
3078,JUP,ITGB4
3079,JUP,WDYHV1
3080,JUP,DPYSL3
3081,JUP,PKP2
3082,JUP,SHB
3083,JUP,TRIM25
3084,JUP,DSG3
3085,JUP,NFATC4
3086,JUP,SOAT1
3087,JUP,MRPL9
3088,JUP,WWTR1
3089,JUP,SLC25A44
3090,JUP,EP300
3091,JUP,PI4KA
3092,JUP,MCM7
3093,JUP,GMCL1
3094,JUP,TARDBP
3095,JUP,ST13
3096,JUP,GABARAPL2
3097,JUP,CTNNA1
3098,JUP,BTRC
3099,JUP,MYH9
3100,JUP,RBM24
3101,JUP,IARS2
3102,JUP,CDH2
3103,JUP,CDH10
3104,JUP,PTRH2
3105,JUP,PLEKHA7
3106,JUP,PECAM1
3107,DSP,CDC73
3108,DSP,SDHA
3109,DSP,TUBA1A
3110,DSP,CASP6
3111,DSP,PRKCE
3112,DSP,PLEKHA7
3113,DSP,PLEKHA5
3114,DSP,TELO2
3115,DSP,COPS5
3116,DSP,IQCB1
3117,DSP,CCDC8
3118,DSP,PRKCA
3119,DSP,ZBTB1
3120,DSP,HIST1H3A;HIST1H3B;HIST1H3C;HIST1H3D;HIST1H3E;HIST1H3F;HIST1H3G;HIST1H3H;HIST1H3I;HIST1H3J
3121,DSP,ESR2
3122,DSP,CUL3
3123,DSP,DYNLL1
3124,DSP,INSIG2
3125,DSP,PCM1
3126,DSP,TUBG1
3127,DSP,SIRT7
3128,DSP,SNW1
3129,DSP,MTMR9
3130,DSP,UBAC1
3131,DSP,MAP3K8
3132,DSP,CDK2
3133,DSP,WRAP73
3134,DSP,GABARAPL2
3135,DSP,RAB5B
3136,DSP,DSC1
3137,DSP,HNMT
3138,DSP,RPA3
3139,DSP,PRKACA
3140,DSP,DOCK5
3141,DSP,PPP2R2B
3142,DSP,STK24
3143,DSP,CDC5L
3144,DSP,CYLD
3145,DSP,MAP1LC3A
3146,DSP,PSEN1
3147,DSP,HEATR3
3148,DSP,GABARAPL1
3149,DSP,RPA2
3150,DSP,CASP9
3151,DSP,TECR
3152,DSP,PECAM1
3153,DSP,DES
3154,DSP,CNTRL
3155,DSP,SOAT1
3156,DSP,SIRT6
3157,DSP,WWOX
3158,DSP,CCDC51
3159,DSP,CASP2
3160,DSP,BECN1
3161,DSP,PPP2R2A
3162,DSP,PPP4C
3163,DSP,G3BP1
3164,DSP,PKP2
3165,DSP,PKP4
3166,DSP,MAP1LC3B
3167,DSP,MCM2
3168,DSP,MAPRE1
3169,DSP,CUL2
3170,DSP,LIN7C
3171,DSP,CASP10
3172,DSP,CNTROB
3173,DSP,VCP
3174,DSP,CD81
3175,DSP,NINL
3176,DSP,CENPA
3177,DSP,YWHAZ
3178,DSP,AHI1
3179,DSP,COQ2
3180,DSP,CDH5
3181,DSP,NEDD8
3182,DSP,CAND1
3183,DSP,DLST
3184,DSP,RELB
3185,DSP,RPA1
3186,DSP,PTEN
3187,DSP,NFKBIB
3188,DSP,JAK1
3189,DSP,UCHL5
3190,DSP,IKBKE
3191,DSP,CUL7
3192,DSP,TARDBP
3193,DSP,DSP
3194,DSP,TUBB3
3195,DSP,NAP1L4
3196,DSP,CASP7
3197,DSP,NFKB2
3198,DSP,AK2
3199,DSP,PKP3
3200,DSP,DSC2
3201,DSP,ARID3A
3202,DSP,SEC22A
3203,DSP,CASP4
3204,CD36,CHRD
3205,CD36,MBOAT7
3206,CD36,CAND1
3207,CD36,CD9
3208,CD36,PXN
3209,CD36,CROT
3210,CD36,ITGA6
3211,CD36,VLDLR
3212,CD36,PTK2
3213,CD36,CD36
3214,CD36,HSD11B1
3215,NPPB,NOTCH2NL
3216,NPPB,EWSR1
3217,NPPB,NPR3
3218,NPPB,DPP4
3219,NPPB,FAP
3220,NPPB,PSMA3
3221,NPPB,HDAC4
3222,NPPB,NPR2
3223,DES,CCT7
3224,DES,RPL29
3225,DES,NEB
3226,DES,SMURF2
3227,DES,HNRNPUL1
3228,DES,TRIM63
3229,DES,ROCK1
3230,DES,SYNC
3231,DES,WNK1
3232,DES,CLIP4
3233,DES,MLH1
3234,DES,S100A1
3235,DES,YWHAQ
3236,DES,MOV10
3237,DES,ITSN1
3238,DES,PLEKHA5
3239,DES,EHHADH
3240,DES,DES
3241,DES,DLST
3242,DES,MAPKAPK2
3243,DES,TRIM55
3244,DES,HADHB
3245,DES,PPP1R18
3246,DES,YWHAZ
3247,DES,MYL6
3248,DES,UBE2I
3249,DES,SPTAN1
3250,VCL,CAPZB
3251,VCL,SERPINH1
3252,VCL,NONO
3253,VCL,UBE2N
3254,VCL,SSU72
3255,VCL,TAF15
3256,VCL,SNRPE
3257,VCL,MYH9
3258,VCL,RPS21
3259,VCL,ASB7
3260,VCL,BCAR1
3261,VCL,EIF5
3262,VCL,SLC25A1
3263,VCL,ATP6V1A
3264,VCL,PPHLN1
3265,VCL,TBCB
3266,VCL,TUBA1A
3267,VCL,AP3M1
3268,VCL,KANSL1
3269,VCL,VCAM1
3270,VCL,PLEKHA7
3271,VCL,HSPA9
3272,VCL,DIS3L2
3273,VCL,MKNK2
3274,VCL,PXN
3275,VCL,YWHAZ
3276,VCL,PSMA2
3277,VCL,HSD17B10
3278,VCL,LIMA1
3279,VCL,GINS3
3280,VCL,STK24
3281,VCL,U2AF1
3282,VCL,MSN
3283,VCL,NRAP
3284,VCL,G3BP1
3285,VCL,SCFD1
3286,VCL,UBR1
3287,VCL,RPS27A
3288,VCL,CORO2B
3289,VCL,KHDRBS1
3290,VCL,DCPS
3291,VCL,SNRPF
3292,VCL,RBM3
3293,VCL,TUBB3
3294,VCL,C19orf57
3295,VCL,SFN
3296,VCL,LRP1
3297,VCL,GSS
3298,VCL,HSPE1
3299,VCL,ACTC1
3300,VCL,PGM5
3301,VCL,ZC3HAV1L
3302,VCL,EWSR1
3303,VCL,ACTG1
3304,VCL,COL8A1
3305,VCL,VASP
3306,VCL,URM1
3307,VCL,TPI1
3308,VCL,EEF1A1
3309,VCL,IKBIP
3310,VCL,NDEL1
3311,VCL,RPS19
3312,VCL,LRPAP1
3313,VCL,FOCAD
3314,VCL,MYL6
3315,VCL,ISOC1
3316,VCL,POMP
3317,VCL,RAP1GDS1
3318,VCL,YWHAQ
3319,VCL,CKAP4
3320,VCL,DNAJC5
3321,VCL,UBA3
3322,VCL,FBF1
3323,VCL,HNRNPH1
3324,VCL,FERMT2
3325,VCL,CTNNA1
3326,VCL,GKAP1
3327,VCL,CIRBP
3328,VCL,HNRNPH3
3329,VCL,B2M
3330,VCL,PSMB1
3331,VCL,UNK
3332,VCL,ACTA1
3333,VCL,ASCC2
3334,VCL,PPP5C
3335,VCL,ABI2
3336,VCL,TOGARAM1
3337,VCL,PPP1R2
3338,VCL,CYCS
3339,VCL,AVEN
3340,VCL,DAG1
3341,VCL,CTNNB1
3342,VCL,RBM26
3343,VCL,RPS24
3344,VCL,TUBB4B
3345,VCL,FEN1
3346,VCL,YWHAE
3347,VCL,LRRC59
3348,VCL,PSME1
3349,VCL,PDIA3
3350,VCL,FUS
3351,VCL,SEL1L3
3352,VCL,ECHS1
3353,VCL,SYNE1
3354,VCL,U2AF2
3355,VCL,VCP
3356,VCL,WDTC1
3357,VCL,CLTC
3358,VCL,SNRPG
3359,VCL,STX3
3360,VCL,SORBS1
3361,VCL,PICALM
3362,VCL,DDX1
3363,VCL,YWHAH
3364,VCL,HADHB
3365,VCL,SDHAF2
3366,VCL,ERP44
3367,VCL,DCT
3368,VCL,CDK2
3369,VCL,UBAP2L
3370,VCL,UFC1
3371,VCL,PDCD10
3372,VCL,BIRC6
3373,VCL,TVP23C
3374,VCL,RAVER1
3375,VCL,SPTAN1
3376,VCL,VCL
3377,VCL,LGALS3BP
3378,VCL,IGF2BP2
3379,VCL,TRIP6
3380,VCL,SFPQ
3381,VCL,PTK2
3382,VCL,RTCB
3383,VCL,YWHAG
3384,VCL,TRIM25
3385,VCL,LAP3
3386,VCL,UBA52
3387,VCL,RTRAF
3388,VCL,SIRT7
3389,VCL,TLN1
3390,VCL,DDX46
3391,TNNI3,LYST
3392,TNNI3,TRIM21
3393,TNNI3,PDE4DIP
3394,TNNI3,ACTA1
3395,TNNI3,SOX4
3396,TNNI3,RCAN3
3397,TNNI3,PKD2
3398,TNNI3,TRIM63
3399,TNNI3,PAPPA
3400,TNNI3,TNNC1
3401,TNNI3,TNNI3
3402,TNNI3,TNNT2
3403,TNNI3,AKAP1
3404,TNNI3,PSMC5
3405,TNNI3,SMURF2
3406,TNNI3,PKD2L1
3407,TNNI3,TRIM55
3408,TNNI3,HSPB2
3409,FAS,PIK3R1
3410,FAS,ERG28
3411,FAS,GPD1L
3412,FAS,PTPN6
3413,FAS,MAPK8
3414,FAS,ACAD9
3415,FAS,FAM91A1
3416,FAS,CASP10
3417,FAS,TMX1
3418,FAS,TIMM29
3419,FAS,FASLG
3420,FAS,FAIM2
3421,FAS,BABAM2
3422,FAS,ARHGDIA
3423,FAS,MAP3K5
3424,FAS,CASP8
3425,FAS,ALDH16A1
3426,FAS,GPN3
3427,FAS,RAP1A
3428,FAS,INPP5D
3429,FAS,PRKAG1
3430,FAS,CRMP1
3431,FAS,FADD
3432,FAS,DAXX
3433,FAS,MAP1S
3434,FAS,MAP1LC3B
3435,FAS,MSN
3436,FAS,CD47
3437,FAS,NDUFAF1
3438,FAS,FBF1
3439,FAS,CAV1
3440,FAS,UBE2I
3441,FAS,ABHD11
3442,FAS,PDXDC1
3443,FAS,CCND3
3444,FAS,FEM1B
3445,FAS,ANK3
3446,FAS,TRAF3
3447,FAS,FAF2
3448,FAS,RUFY1
3449,FAS,PML
3450,FAS,TUBB2A
3451,FAS,ECSIT
3452,FAS,TP63
3453,FAS,CTU2
3454,FAS,LRIF1
3455,FAS,UBQLN1
3456,FAS,WDR11
3457,FAS,TUBB3
3458,FAS,SFXN5
3459,FAS,PAWR
3460,FAS,SPATA5L1
3461,FAS,RIPK1
3462,FAS,CASP8AP2
3463,FAS,EHD1
3464,FAS,RIF1
3465,FAS,BMX
3466,FAS,ATP6V0B
3467,FAS,SUMO1
3468,FAS,ARF5
3469,FAS,EEF1A1
3470,FAS,CHD1L
3471,FAS,UFSP2
3472,FAS,CTNNB1
3473,FAS,FAF1
3474,FAS,BID
3475,FAS,MDN1
3476,FAS,RHOA
3477,FAS,HIPK3
3478,FAS,METTL13
3479,FAS,CDYL
3480,FAS,FAM118B
3481,FAS,BAG6
3482,FAS,PTPN13
3483,FAS,TRADD
3484,FAS,COX16
3485,FAS,PRKCZ
3486,FAS,SQSTM1
3487,FAS,INTS2
3488,FAS,FAS
3489,PLN,PLN
3490,PLN,DVL3
3491,PLN,BCL2L13
3492,PLN,PPP1R3A
3493,PLN,CREB3L1
3494,PLN,DMPK
3495,PLN,EDA
3496,SDHA,KPNB1
3497,SDHA,SDHAF2
3498,SDHA,GABARAPL2
3499,SDHA,PDIA6
3500,SDHA,MRPL1
3501,SDHA,FBXO6
3502,SDHA,ARRB2
3503,SDHA,RPL30
3504,SDHA,RAB10
3505,SDHA,PSMC1
3506,SDHA,SFXN1
3507,SDHA,TPI1
3508,SDHA,HSPA4
3509,SDHA,SERPINH1
3510,SDHA,SIRT7
3511,SDHA,UBXN10
3512,SDHA,SMC3
3513,SDHA,SHMT2
3514,SDHA,MDH2
3515,SDHA,SUCLG2
3516,SDHA,HNRNPH3
3517,SDHA,TAP1
3518,SDHA,CHCHD3
3519,SDHA,SDHAF3
3520,SDHA,HIGD1A
3521,SDHA,PDSS2
3522,SDHA,CCT2
3523,SDHA,DGKG
3524,SDHA,YWHAZ
3525,SDHA,EIF4A3
3526,SDHA,SSRP1
3527,SDHA,CRY2
3528,SDHA,YWHAE
3529,SDHA,NAXE
3530,SDHA,COPA
3531,SDHA,CUL4A
3532,SDHA,NDFIP2
3533,SDHA,HSD17B4
3534,SDHA,AARS2
3535,SDHA,SLC25A3
3536,SDHA,IMPAD1
3537,SDHA,NXF1
3538,SDHA,TMEM109
3539,SDHA,ELAVL1
3540,SDHA,CPT1A
3541,SDHA,CUL1
3542,SDHA,PRPH
3543,SDHA,HSPB2
3544,SDHA,PPIA
3545,SDHA,IKBKE
3546,SDHA,FARSA
3547,SDHA,ATP6V0D1
3548,SDHA,RAVER1
3549,SDHA,CHCHD2
3550,SDHA,MAP1LC3A
3551,SDHA,CKAP4
3552,SDHA,CSNK2B
3553,SDHA,MRPL58
3554,SDHA,YWHAB
3555,SDHA,PROCR
3556,SDHA,CPNE1
3557,SDHA,ACLY
3558,SDHA,CUL3
3559,SDHA,MRPS9
3560,SDHA,MCM6
3561,SDHA,GABARAPL1
3562,SDHA,MTERF3
3563,SDHA,CUL2
3564,SDHA,GLOD4
3565,SDHA,LMNB2
3566,SDHA,NDUFV1
3567,SDHA,MTCH1
3568,SDHA,DNAJA3
3569,SDHA,RAB21
3570,SDHA,TMED10
3571,SDHA,IDH3A
3572,SDHA,LRRC8A
3573,SDHA,TMEM67
3574,SDHA,PMVK
3575,SDHA,SERBP1
3576,SDHA,PSMD1
3577,SDHA,WBP2
3578,SDHA,RAB14
3579,SDHA,UQCRFS1
3580,SDHA,MDH1
3581,SDHA,DDX1
3582,SDHA,MAT2A
3583,SDHA,HSPA9
3584,SDHA,TMEM14B
3585,SDHA,RUVBL2
3586,SDHA,GCN1
3587,SDHA,PSMC2
3588,SDHA,MAP4K1
3589,SDHA,SUCLG1
3590,SDHA,HDLBP
3591,SDHA,SIRT3
3592,SDHA,TMED9
3593,SDHA,SAMM50
3594,SDHA,COPS5
3595,SDHA,FXN
3596,SDHA,EMC2
3597,SDHA,NAMPT
3598,SDHA,CAND1
3599,SDHA,CCT7
3600,SDHA,GANAB
3601,SDHA,CRY1
3602,SDHA,PDZRN3
3603,SDHA,CCT8
3604,SDHA,PDP1
3605,SDHA,CUL5
3606,SDHA,ZC3H4
3607,SDHA,TFAM
3608,SDHA,FASN
3609,SDHA,PSMD2
3610,SDHA,YWHAG
3611,SDHA,TIMM50
3612,SDHA,DNAJB11
3613,SDHA,DHODH
3614,SDHA,ACAD9
3615,SDHA,HSD17B10
3616,SDHA,NEDD8
3617,SDHA,HIST1H2BC;HIST1H2BE;HIST1H2BF;HIST1H2BG;HIST1H2BI
3618,SDHA,PSMC5
3619,SDHA,CLPP
3620,SDHA,UQCRC1
3621,SDHA,OTUB1
3622,SDHA,SQSTM1
3623,SDHA,SYNE2
3624,SDHA,COPS6
3625,SDHA,OXCT1
3626,SDHA,PDSS1
3627,SDHA,SDHC
3628,SDHA,SDHAF4
3629,SDHA,SUCLA2
3630,SDHA,FASTKD3
3631,ACTN2,TCTEX1D2
3632,ACTN2,BRMS1L
3633,ACTN2,TTN
3634,ACTN2,CRADD
3635,ACTN2,PDLIM3
3636,ACTN2,UTRN
3637,ACTN2,NCOA1
3638,ACTN2,ITGB3BP
3639,ACTN2,MICALL2
3640,ACTN2,SSX2IP
3641,ACTN2,ACTN3
3642,ACTN2,NCOA2
3643,ACTN2,NRIP1
3644,ACTN2,MYOZ3
3645,ACTN2,MYPN
3646,ACTN2,AKTIP
3647,ACTN2,GRIN2B
3648,ACTN2,ZYX
3649,ACTN2,RAVER1
3650,ACTN2,MYH2
3651,ACTN2,SRP9
3652,ACTN2,FAM50B
3653,ACTN2,TPM4
3654,ACTN2,RPL35
3655,ACTN2,MYOZ1
3656,ACTN2,NRAP
3657,ACTN2,IGSF8
3658,ACTN2,MRPL10
3659,ACTN2,PLEKHA5
3660,ACTN2,KCNN2
3661,ACTN2,MYOZ2
3662,ACTN2,DLG1
3663,ACTN2,SNW1
3664,ACTN2,MYH4
3665,ACTN2,SYNPO2
3666,ACTN2,ERBIN
3667,ACTN2,YWHAZ
3668,ACTN2,TUBA4A
3669,ACTN2,APPL1
3670,ACTN2,MYOM2
3671,ACTN2,TOLLIP
3672,ACTN2,MAST2
3673,ACTN2,ATXN2
3674,ACTN2,SPA17
3675,ACTN2,GOLGA7
3676,ACTN2,DLG4
3677,ACTN2,MYOT
3678,ACTN2,TNN
3679,ACTN2,PKD2
3680,ACTN2,ACTN2
3681,ACTN2,QARS
3682,ACTN2,CSRP3
3683,ACTN2,KAT2B
3684,ACTN2,CAMK2D
3685,ACTN2,ACTB
3686,ACTN2,ZC2HC1C
3687,ACTN2,PALLD
3688,ACTN2,COIL
3689,ACTN2,ACTA2
3690,ACTN2,DISC1
3691,ACTN2,PPP1CB
3692,ACTN2,LRP12
3693,ACTN2,EPS8L1
3694,ACTN2,SCRIB
3695,ACTN2,ASH2L
3696,TNNT2,TNNC1
3697,TNNT2,MORF4L2
3698,TNNT2,NOTCH3
3699,TNNT2,MAP2K5
3700,TNNT2,MAP3K5
3701,FASLG,SNX18
3702,FASLG,NCKIPSD
3703,FASLG,DNMBP
3704,FASLG,FASLG
3705,FASLG,FNBP1
3706,FASLG,PIN1
3707,FASLG,EPS8L3
3708,FASLG,ARHGAP9
3709,FASLG,FADD
3710,FASLG,NOTCH2NL
3711,FASLG,PACSIN3
3712,FASLG,SH3RF2
3713,FASLG,ARHGDIA
3714,FASLG,DOCK4
3715,FASLG,P3H3
3716,FASLG,DAXX
3717,FASLG,PTPN13
3718,FASLG,MOSPD2
3719,FASLG,MYO15A
3720,FASLG,SUMO1
3721,FASLG,ITK
3722,FASLG,SH3PXD2A
3723,FASLG,CASP8
3724,FASLG,PRMT2
3725,FASLG,CASP10
3726,FASLG,ITSN2
3727,FASLG,OSTF1
3728,FASLG,TRIP10
3729,FASLG,EIF2AK1
3730,FASLG,RHOA
3731,FASLG,TRIP6
3732,FASLG,SH3GL3
3733,FASLG,PACSIN1
3734,FASLG,PACSIN2
3735,FASLG,BID
3736,FASLG,GRB2
3737,FASLG,SNX9
3738,FASLG,SRGAP1
3739,FASLG,KMT2A
3740,FASLG,CACNB3
3741,FASLG,SNX33
3742,IDH2,TRAP1
3743,IDH2,HSCB
3744,IDH2,KCMF1
3745,IDH2,IDH3A
3746,IDH2,IDH2
3747,IDH2,IDH3G
3748,IDH2,HDAC1
3749,IDH2,PA2G4
3750,IDH2,BCAR1
3751,IDH2,COQ2
3752,IDH2,SND1
3753,IDH2,FASTKD3
3754,IDH2,UBE2N
3755,IDH2,SLC39A9
3756,IDH2,GLMP
3757,IDH2,ZNF746
3758,IDH2,KBTBD7
3759,IDH2,MRPL12
3760,FASN,AP2M1
3761,FASN,EHMT2
3762,FASN,FOXI1
3763,FASN,CUL7
3764,FASN,MAP1LC3A
3765,FASN,PRR12
3766,FASN,COX15
3767,FASN,PEF1
3768,FASN,TSG101
3769,FASN,SMURF1
3770,FASN,LACC1
3771,FASN,SIRT7
3772,FASN,HUWE1
3773,FASN,NFKB2
3774,FASN,CCDC50
3775,FASN,CAP1
3776,FASN,PTEN
3777,FASN,SIRT1
3778,FASN,MAGOH
3779,FASN,SNW1
3780,FASN,CDC5L
3781,FASN,GRB10
3782,FASN,MCM2
3783,FASN,TUBB3
3784,FASN,CCDC8
3785,FASN,CUL3
3786,FASN,CYLD
3787,FASN,PTPN11
3788,FASN,KAT2B
3789,FASN,HSPBP1
3790,FASN,PTGR2
3791,FASN,KIF3A
3792,FASN,HSD17B12
3793,FASN,ERBIN
3794,FASN,GABARAPL1
3795,FASN,GFPT1
3796,FASN,OTUB1
3797,FASN,CRY2
3798,FASN,TARBP1
3799,FASN,KSR1
3800,FASN,YWHAZ
3801,FASN,USP22
3802,FASN,FBXO6
3803,FASN,NR1H2
3804,FASN,LGR4
3805,FASN,CCT6B
3806,FASN,PRKDC
3807,FASN,KANK2
3808,FASN,SHB
3809,FASN,BRD7
3810,FASN,TPM4
3811,FASN,CHN2
3812,FASN,IRF3
3813,FASN,ZNF746
3814,FASN,HDAC5
3815,FASN,NR1H3
3816,FASN,PKP3
3817,FASN,FRS2
3818,FASN,CRY1
3819,FASN,ILK
3820,FASN,MAP3K1
3821,FASN,DOK1
3822,FASN,HSD17B10
3823,FASN,IKBKG
3824,FASN,MAP1LC3B
3825,FASN,MTCH1
3826,FASN,FASN
3827,FASN,TOP2B
3828,FASN,NDRG1
3829,FASN,MAP3K3
3830,FASN,TP53BP1
3831,FASN,TUBA1A
3832,FASN,DNAJC7
3833,FASN,HIF1A
3834,FASN,ARRB1
3835,FASN,TEAD3
3836,FASN,TP63
3837,FASN,EMD
3838,FASN,PLEKHA7
3839,FASN,EWSR1
3840,PSEN1,OXCT1
3841,PSEN1,RAD23A
3842,PSEN1,DHX9
3843,PSEN1,TUBA1B
3844,PSEN1,APH1B
3845,PSEN1,UBQLN1
3846,PSEN1,RHEB
3847,PSEN1,ST13
3848,PSEN1,ECSIT
3849,PSEN1,RAB11A
3850,PSEN1,KANK2
3851,PSEN1,CDC37
3852,PSEN1,GSK3B
3853,PSEN1,GCDH
3854,PSEN1,STAMBPL1
3855,PSEN1,STX5
3856,PSEN1,TRAF6
3857,PSEN1,PSEN2
3858,PSEN1,FGF13
3859,PSEN1,ETV1
3860,PSEN1,UNK
3861,PSEN1,YME1L1
3862,PSEN1,GRB2
3863,PSEN1,RYR2
3864,PSEN1,FBXL12
3865,PSEN1,DAG1
3866,PSEN1,ITSN2
3867,PSEN1,PRKCZ
3868,PSEN1,PLXDC2
3869,PSEN1,NOTCH3
3870,PSEN1,EFHD1
3871,PSEN1,SPPL2B
3872,PSEN1,CASP6
3873,PSEN1,APH1A
3874,PSEN1,NOTCH4
3875,PSEN1,TCF7L2
3876,PSEN1,RMDN3
3877,PSEN1,HERPUD1
3878,PSEN1,APBA1
3879,PSEN1,NCSTN
3880,PSEN1,CASP8
3881,PSEN1,BCL2L1
3882,PSEN1,CTNND2
3883,PSEN1,KCNIP4
3884,PSEN1,PSENEN
3885,PSEN1,DTNA
3886,PSEN1,CASP7
3887,PSEN1,FBXW7
3888,PSEN1,CIB1
3889,PSEN1,MTCH1
3890,PSEN1,STX1A
3891,PSEN1,EPB41L3
3892,PSEN1,EFNB2
3893,PSEN1,NDUFA9
3894,PSEN1,SCAF11
3895,PSEN1,DNER
3896,PSEN1,VASN
3897,PSEN1,PSEN1
3898,PSEN1,PKP4
3899,PSEN1,BACE1
3900,PSEN1,DSG2
3901,PSEN1,NOTCH2
3902,PSEN2,CIB1
3903,PSEN2,CASP7
3904,PSEN2,NOTCH4
3905,PSEN2,CASP6
3906,PSEN2,ART3
3907,PSEN2,APBA1
3908,PSEN2,KCNIP4
3909,PSEN2,PSEN2
3910,PSEN2,RHEB
3911,PSEN2,TRAF6
3912,PSEN2,EVI5L
3913,PSEN2,CTNND2
3914,PSEN2,NPLOC4
3915,PSEN2,PPP5C
3916,PSEN2,EXOC6
3917,PSEN2,NOTCH2
3918,PSEN2,FBXL12
3919,PSEN2,RNF115
3920,PSEN2,ACTG1
3921,PSEN2,HPS1
3922,PSEN2,FHL2
3923,PSEN2,ECSIT
3924,PSEN2,DLK1
3925,PSEN2,NOTCH3
3926,PSEN2,FAF2
3927,PSEN2,APH1A
3928,PSEN2,APH1B
3929,PSEN2,CSNK2A1
3930,PSEN2,DYNC1H1
3931,PSEN2,KIF22
3932,PSEN2,GCDH
3933,PSEN2,RAB11A
3934,PSEN2,IFIT5
3935,PSEN2,AAMP
3936,PSEN2,CASP8
3937,PSEN2,PSENEN
3938,PSEN2,ELAVL1
3939,PSEN2,EID1
3940,PSEN2,ERGIC3
3941,PSEN2,BCL2L1
3942,PSEN2,TSPAN5
3943,PSEN2,UBQLN1
3944,PSEN2,NCSTN
3945,EMD,SYNE2
3946,EMD,TUBGCP2
3947,EMD,PKP2
3948,EMD,TMEM216
3949,EMD,CHD4
3950,EMD,STX4
3951,EMD,EMD
3952,EMD,SMARCB1
3953,EMD,MBOAT1
3954,EMD,DDB2
3955,EMD,HNRNPU
3956,EMD,TBL1XR1
3957,EMD,BEND7
3958,EMD,PRKDC
3959,EMD,MDC1
3960,EMD,CLN3
3961,EMD,HDAC5
3962,EMD,ABT1
3963,EMD,CDC37
3964,EMD,FANCI
3965,EMD,SMARCC2
3966,EMD,IRAK1
3967,EMD,TRIM28
3968,EMD,RIPK4
3969,EMD,PAN2
3970,EMD,AEN
3971,EMD,SIKE1
3972,EMD,EPAS1
3973,EMD,SH3GL3
3974,EMD,SUZ12
3975,EMD,TMEM237
3976,EMD,RNF157
3977,EMD,ASB10
3978,EMD,ZNF232
3979,EMD,PAXIP1
3980,EMD,SMU1
3981,EMD,ACTG2
3982,EMD,TUBB4B
3983,EMD,CNN3
3984,EMD,HDGF
3985,EMD,NEPRO
3986,EMD,CTNNBIP1
3987,EMD,COX15
3988,EMD,UBAC2
3989,EMD,ADNP
3990,EMD,TUBB3
3991,EMD,NUP35
3992,EMD,MED4
3993,EMD,CUL4A
3994,EMD,WDR6
3995,EMD,GMCL1
3996,EMD,CUL3
3997,EMD,SAP130
3998,EMD,AGO2
3999,EMD,MAPK6
4000,EMD,GPS2
4001,EMD,DPY30
4002,EMD,HDAC1
4003,EMD,GIGYF2
4004,EMD,SPTAN1
4005,EMD,CCDC8
4006,EMD,COPS6
4007,EMD,SUPT6H
4008,EMD,SIK2
4009,EMD,SUN2
4010,EMD,NXF1
4011,EMD,G3BP1
4012,EMD,TMEM201
4013,EMD,TMEM63B
4014,EMD,YTHDC1
4015,EMD,BYSL
4016,EMD,AKAP8L
4017,EMD,PSME1
4018,EMD,MCM6
4019,EMD,TUBA1C
4020,EMD,TCTN2
4021,EMD,MYO1E
4022,EMD,LSM2
4023,EMD,BCCIP
4024,EMD,CUL7
4025,EMD,NMI
4026,EMD,KCND3
4027,EMD,FBXO6
4028,EMD,SYNE1
4029,EMD,FOXRED2
4030,EMD,FAF2
4031,EMD,AGO4
4032,EMD,PLEKHA7
4033,EMD,RCOR1
4034,EMD,FYCO1
4035,EMD,IQCB1
4036,EMD,ILK
4037,EMD,CCDC155
4038,EMD,TUBB2A
4039,EMD,C1QBP
4040,EMD,EWSR1
4041,EMD,EFHC2
4042,EMD,PNPLA6
4043,EMD,MOV10
4044,EMD,LIMK2
4045,EMD,TUBA1A
4046,EMD,GRB10
4047,EMD,CUL2
4048,EMD,CCDC33
4049,EMD,LMO7
4050,EMD,TUBGCP4
4051,EMD,ACTB
4052,EMD,BCLAF1
4053,EMD,DHX9
4054,EMD,YWHAE
4055,EMD,LRRK2
4056,EMD,SMARCC1
4057,EMD,FATE1
4058,EMD,TCTN3
4059,EMD,CEP70
4060,CSRP3,KLF5
4061,CSRP3,RIN3
4062,CSRP3,FHL1
4063,CSRP3,NRAP
4064,CSRP3,CFL2
4065,CSRP3,LDHD
4066,CSRP3,HDAC4
4067,CSRP3,CSRP3
4068,XK,CSNK2A1
4069,XK,ELAVL1
4070,XK,CARD6
4071,NKX2-5,ID3
4072,NKX2-5,FBXO25
4073,NKX2-5,HIPK1
4074,NKX2-5,JARID2
4075,NKX2-5,ID2
4076,NKX2-5,TBX5
4077,NKX2-5,TBX2
4078,NKX2-5,GRB2
4079,NKX2-5,EWSR1
4080,NKX2-5,SMAD4
4081,NKX2-5,RBPJ
4082,NKX2-5,HIPK2
4083,NKX2-5,HDAC1
4084,NKX2-5,TLE1
4085,NKX2-5,CSNK2A1
4086,SIK1,HDAC5
4087,SIK1,PRKAA1
4088,SIK1,NMNAT1
4089,SIK1,SIK3
4090,SIK1,VAPA
4091,SIK1,ELAVL1
4092,SIK1,YWHAZ
4093,SIK1,CRTC2
4094,SIK1,STK11
4095,SIK1,SIK2
4096,SIK1,TAB2
4097,SIK1,YWHAE
4098,RAC1,PIAS3
4099,RAC1,IP6K1
4100,RAC1,VAV3
4101,RAC1,CDC42SE2
4102,RAC1,PPP2R2B
4103,RAC1,TRAF7
4104,RAC1,NCKIPSD
4105,RAC1,SH3RF1
4106,RAC1,DMPK
